,name,category,price,availability,href
23,HP High Speed HDMI Cable DHC-HD01-2M Black 2M UHD 4K,Peripherals / Misc > Cables,"Rs.1,750",In Stock,/peripherals-misc-cables-hp-high-speed-hdmi-cable-dhc-hd01-2m-black-2m-uhd-4k-pakistan-p.15743.aspx
24,"A4Tech G3-280NS 2.4G Optical Wireless Mouse, Silent Clicks, Glossy Grey",Mouse > A4 Tech Mouse,"Rs.1,850",Out of Stock,/mouse-a4-tech-mouse-a4tech-g3-280ns-2-4g-optical-wireless-mouse-silent-clicks-glossy-grey-pakistan-p.15053.aspx
25,HP Spectrum 15.6 in Black Sleeve M5Q08AA,Laptop Accessories > Sleeves,"Rs.1,850",In Stock,/laptop-accessories-sleeves-hp-spectrum-15-6-in-black-sleeve-m5q08aa-pakistan-p.14328.aspx
26,A4tech Fstyler FG12S 1200 DPI Optical Wireless Mouse | White,Mouse > A4 Tech Mouse,"Rs.1,900",Out of Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg12s-1200-dpi-optical-wireless-mouse-white-pakistan-p.15991.aspx
27,A4Tech Fstyler FG10S 2.4G Wireless Mouse - Grey,Mouse > A4 Tech Mouse,"Rs.1,990",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg10s-2-4g-wireless-mouse-grey-pakistan-p.13478.aspx
28,4GB DDR4 SOD Memory For Notebook (Pulled Out),Used Products > Used Rams / Memory,"Rs.2,000",In Stock,/used-products-used-rams-memory-4gb-ddr4-sod-memory-for-notebook-pulled-out-pakistan-p.3360.aspx
29,A4Tech KK-3 Multimedia SmartKey FN Keyboard,Keyboard > A4 Tech Keyboards,"Rs.2,050",In Stock,/keyboard-a4-tech-keyboards-a4tech-kk-3-multimedia-smartkey-fn-keyboard-pakistan-p.13159.aspx
30,A4 Tech KR-85 ComfortKey RoundEdge Keycaps,Keyboard > A4 Tech Keyboards,"Rs.2,050",In Stock,/keyboard-a4-tech-keyboards-a4-tech-kr-85-comfortkey-roundedge-keycaps-pakistan-p.448.aspx
31,A4tech Fstyler FG20S Silent Click Wireless Mouse (Grey),Mouse > A4 Tech Mouse,"Rs.2,090",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg20s-silent-click-wireless-mouse-grey-pakistan-p.13475.aspx
32,Logitech H111 Stereo 3.5mm Multi-Device Headset - 981-000588,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,090",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-h111-stereo-3-5mm-multi-device-headset-981-000588-pakistan-p.14178.aspx
33,SanDisk Ultra Dual Drive Go 32GB USB Type-C Flash Drive | SDDDC3-032G-G46,USB Flash Drives > SanDisk,"Rs.2,150",In Stock,/usb-flash-drives-sandisk-sandisk-ultra-dual-drive-go-32gb-usb-type-c-flash-drive-sdddc3-032g-g46-pakistan-p.11851.aspx
34,A4Tech Fstyler FG10S 2.4G Wireless Mouse - White,Mouse > A4 Tech Mouse,"Rs.2,150",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg10s-2-4g-wireless-mouse-white-pakistan-p.13476.aspx
35,A4tech Fstyler FG20S Silent Click Wireless Mouse (White),Mouse > A4 Tech Mouse,"Rs.2,190",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg20s-silent-click-wireless-mouse-white-pakistan-p.13473.aspx
36,UGREEN HDMI Cable 11190 1.5M Metal Connector Nylon Braid,Peripherals / Misc > Cables,"Rs.2,190",In Stock,/peripherals-misc-cables-ugreen-hdmi-cable-11190-1-5m-metal-connector-nylon-braid-pakistan-p.15714.aspx
37,TpLink TL-WN725N 150Mbps Wireless N Nano USB Adapter - Ver 3.0,Network Products > Wireless Adapter,"Rs.2,200",In Stock,/network-products-wireless-adapter-tplink-tl-wn725n-150mbps-wireless-n-nano-usb-adapter-ver-3-0-pakistan-p.3559.aspx
38,A4Tech HS-8i Stereo Headset,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,250",In Stock,/headsets-headphones-mic-headsets-headphones-a4tech-hs-8i-stereo-headset-pakistan-p.15274.aspx
39,Logitech H110 Stereo Headset Black 3.5mm Dual Plug,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,250",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-h110-stereo-headset-black-3-5mm-dual-plug-pakistan-p.2198.aspx
40,A4Tech Fstyler FM45S Air Dual-Function Air Mouse PC | Mac - Stone Grey,Mouse > A4 Tech Mouse,"Rs.2,300",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fm45s-air-dual-function-air-mouse-pc-mac-stone-grey-pakistan-p.15434.aspx
41,XPG VENTO 120 ARGB FAN - Case Fan - Black,Cooling Solutions > Case Fans,"Rs.2,300",In Stock,/cooling-solutions-case-fans-xpg-vento-120-argb-fan-case-fan-black-pakistan-p.15898.aspx
42,TP-Link LS1008 8-Port 10/100Mbps Desktop Network Switch | Ver 1.0,Network Products > Switches,"Rs.2,300",In Stock,/network-products-switches-tp-link-ls1008-8-port-10-100mbps-desktop-network-switch-ver-1-0-pakistan-p.11290.aspx
43,Logitech B175 Plug-and-play Wireless Plus Comfort Mouse - Black - 910-002635,Mouse > Logitech,"Rs.2,350",In Stock,/mouse-logitech-logitech-b175-plug-and-play-wireless-plus-comfort-mouse-black-910-002635-pakistan-p.5220.aspx
44,A4Tech FG30S Fstyler 2.4G Wireless Mouse (Grey),Mouse > A4 Tech Mouse,"Rs.2,400",In Stock,/mouse-a4-tech-mouse-a4tech-fg30s-fstyler-2-4g-wireless-mouse-grey-pakistan-p.9336.aspx
45,XPG VENTO 120 ARGB FAN - Case Fan - White,Cooling Solutions > Case Fans,"Rs.2,400",In Stock,/cooling-solutions-case-fans-xpg-vento-120-argb-fan-case-fan-white-pakistan-p.15867.aspx
46,A4Tech FB12S Dual Mode Wireless Mouse | Black,Mouse > A4 Tech Mouse,"Rs.2,450",In Stock,/mouse-a4-tech-mouse-a4tech-fb12s-dual-mode-wireless-mouse-black-pakistan-p.12372.aspx
47,Corsair TM30 Performance Thermal Paste CT-9010001-WW,Cooling Solutions > Thermal Grease,"Rs.2,450",In Stock,/cooling-solutions-thermal-grease-corsair-tm30-performance-thermal-paste-ct-9010001-ww-pakistan-p.7703.aspx
48,DataTraveler Exodia 128GB USB 3.2 Flash Drive DTX/128GB,USB Flash Drives > Kingston,"Rs.2,500",In Stock,/usb-flash-drives-kingston-datatraveler-exodia-128gb-usb-3-2-flash-drive-dtx-128gb-pakistan-p.10330.aspx
49,Logitech M170 Wireless Mouse - Black - 910-004658,Mouse > Logitech,"Rs.2,500",In Stock,/mouse-logitech-logitech-m170-wireless-mouse-black-910-004658-pakistan-p.5206.aspx
50,A4Tech G7-810 Air2 | 2.4G Wireless Mouse - Black,Mouse > A4 Tech Mouse,"Rs.2,500",In Stock,/mouse-a4-tech-mouse-a4tech-g7-810-air2-2-4g-wireless-mouse-black-pakistan-p.15869.aspx
51,Glorious GMMK PRO Switch Plate - US (ANSI) - Polycarbonate - GLO-ACC-P75-SP-PC,Gaming Products > Keycaps and Accessories,"Rs.2,500",On Order Only,/gaming-products-keycaps-and-accessories-glorious-gmmk-pro-switch-plate-us-ansi-polycarbonate-glo-acc-p75-sp-pc-pakistan-p.12108.aspx
52,A4Tech HU-8 USB Stereo Headset Black,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,500",In Stock,/headsets-headphones-mic-headsets-headphones-a4tech-hu-8-usb-stereo-headset-black-pakistan-p.15330.aspx
53,Logitech M171 Wireless Mouse Grey/Black - 910-004655,Mouse > Logitech,"Rs.2,550",In Stock,/mouse-logitech-logitech-m171-wireless-mouse-grey-black-910-004655-pakistan-p.13960.aspx
54,"TP-Link Tapo L530E Smart Wi-Fi Light Bulb, Multicolor | Ver 2.0 EU",Peripherals / Misc > Smart Plugs | Smart Lights,"Rs.2,600",In Stock,/peripherals-misc-smart-plugs-smart-lights-tp-link-tapo-l530e-smart-wi-fi-light-bulb-multicolor-ver-2-0-eu-pakistan-p.13463.aspx
55,HP DHE-8009 Headset for Call Center,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,650",In Stock,/headsets-headphones-mic-headsets-headphones-hp-dhe-8009-headset-for-call-center-pakistan-p.15741.aspx
56,Tplink TL-WN823N 300Mbps Mini Wireless N USB Adapter,Network Products > Wireless Adapter,"Rs.2,650",In Stock,/network-products-wireless-adapter-tplink-tl-wn823n-300mbps-mini-wireless-n-usb-adapter-pakistan-p.1236.aspx
57,Onten OTN-9602 USB-C 4-Port USB 3.0 HUB,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.2,650",In Stock,/peripherals-misc-adapters-converters-usb-hub-chargers-onten-otn-9602-usb-c-4-port-usb-3-0-hub-pakistan-p.13766.aspx
58,ESET Internet Security®  - 1 User - 1 Year - Without Media,Softwares > AntiVirus Softwares,"Rs.2,700",In Stock,/softwares-antivirus-softwares-eset-internet-security®-1-user-1-year-without-media-pakistan-p.5570.aspx
59,SanDisk Ultra microSDXC UHS-I 128GB Memory Card SDSQUNR-128G-GN6MN,Memory Cards > MicroSD Memory Cards,"Rs.2,700",In Stock,/memory-cards-microsd-memory-cards-sandisk-ultra-microsdxc-uhs-i-128gb-memory-card-sdsqunr-128g-gn6mn-pakistan-p.13278.aspx
60,A4Tech Fstyler FG16CS Air Dual-Function Air Mouse - 2.4GHz Wireless - Black,Mouse > A4 Tech Mouse,"Rs.2,750",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fg16cs-air-dual-function-air-mouse-2-4ghz-wireless-black-pakistan-p.15054.aspx
61,HP DisplayPort Cable DHC-DP01-2M 4K 2-Meters,Peripherals / Misc > Cables,"Rs.2,750",In Stock,/peripherals-misc-cables-hp-displayport-cable-dhc-dp01-2m-4k-2-meters-pakistan-p.15739.aspx
62,Logitech M190 Full-Size Wireless Mouse - Mid Grey - 910-005913,Mouse > Logitech,"Rs.2,800",In Stock,/mouse-logitech-logitech-m190-full-size-wireless-mouse-mid-grey-910-005913-pakistan-p.11089.aspx
63,Logitech M191 Wireless Mouse Mid Grey,Mouse > Logitech,"Rs.2,850",In Stock,/mouse-logitech-logitech-m191-wireless-mouse-mid-grey-pakistan-p.13363.aspx
64,A4Tech FB10CS Dual Mode Rechargeable Wireless Mouse | Stone Black | FB10C(S),Mouse > A4 Tech Mouse,"Rs.2,900",In Stock,/mouse-a4-tech-mouse-a4tech-fb10cs-dual-mode-rechargeable-wireless-mouse-stone-black-fb10cs-pakistan-p.12370.aspx
65,MERCUSYS MS105G 5-Port Gigabit Desktop Switch | Ver 1.0,Network Products > Switches,"Rs.2,900",In Stock,/network-products-switches-mercusys-ms105g-5-port-gigabit-desktop-switch-ver-1-0-pakistan-p.13637.aspx
66,"Dell Urban Backpack for 15"" Notebook | Asphalt",Laptop Accessories > Bags & Backpacks,"Rs.2,900",In Stock,/laptop-accessories-bags-backpacks-dell-urban-backpack-for-15-notebook-asphalt-pakistan-p.13913.aspx
67,Ibex Folding Portable Wooden Study Laptop Stand with Drawer,Laptop Accessories > Stands,"Rs.2,900",In Stock,/laptop-accessories-stands-ibex-folding-portable-wooden-study-laptop-stand-with-drawer-pakistan-p.14745.aspx
68,Logitech M221 Silent Wireless Mouse - Charcoal - 910-004882,Mouse > Logitech,"Rs.2,950",In Stock,/mouse-logitech-logitech-m221-silent-wireless-mouse-charcoal-910-004882-pakistan-p.5177.aspx
69,A4 Tech HS-50 ComfortFit Stereo HeadSet,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.2,980",In Stock,/headsets-headphones-mic-headsets-headphones-a4-tech-hs-50-comfortfit-stereo-headset-pakistan-p.507.aspx
70,A4Tech FG45CS Air 2.4G Wireless Mouse 2000 DPI | Stone Grey,Mouse > A4 Tech Mouse,"Rs.2,990",In Stock,/mouse-a4-tech-mouse-a4tech-fg45cs-air-2-4g-wireless-mouse-2000-dpi-stone-grey-pakistan-p.16130.aspx
71,Glorious Lube Station | GLO-ACC-LUBE-STAT,Gaming Products > Keycaps and Accessories,"Rs.2,990",On Order Only,/gaming-products-keycaps-and-accessories-glorious-lube-station-glo-acc-lube-stat-pakistan-p.12110.aspx
72,"Lenovo Casual Toploader T210 for 15.6"" Laptops Bag, Black",Laptop Accessories > Bags & Backpacks,"Rs.3,000",In Stock,/laptop-accessories-bags-backpacks-lenovo-casual-toploader-t210-for-15-6-laptops-bag-black-pakistan-p.16110.aspx
73,Lenovo 15.6 inch Laptop Casual Backpack B210 Black-ROW,Laptop Accessories > Bags & Backpacks,"Rs.3,000",In Stock,/laptop-accessories-bags-backpacks-lenovo-15-6-inch-laptop-casual-backpack-b210-black-row-pakistan-p.6991.aspx
74,A4Tech KK-3330S Multimedia SmartKey FN Desktop Keyboard & Mouse - USB Black,Keyboard > A4 Tech Keyboards,"Rs.3,100",In Stock,/keyboard-a4-tech-keyboards-a4tech-kk-3330s-multimedia-smartkey-fn-desktop-keyboard-mouse-usb-black-pakistan-p.13158.aspx
75,Onten OTN-9572PD USB-C to HDMI HDTV 4K Cable,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.3,100",In Stock,/peripherals-misc-adapters-converters-usb-hub-chargers-onten-otn-9572pd-usb-c-to-hdmi-hdtv-4k-cable-pakistan-p.13918.aspx
76,A4tech Fstyler FB26CS Air Bluetooth and 2.4G Wireless Mouse | Icy White,Mouse > A4 Tech Mouse,"Rs.3,200",In Stock,/mouse-a4-tech-mouse-a4tech-fstyler-fb26cs-air-bluetooth-and-2-4g-wireless-mouse-icy-white-pakistan-p.16023.aspx
77,Bloody ES7 RGB Esports Gaming Mouse - Black,Mouse > A4 Tech Mouse,"Rs.3,200",In Stock,/mouse-a4-tech-mouse-bloody-es7-rgb-esports-gaming-mouse-black-pakistan-p.14942.aspx
78,A4Tech HU-50 ComfortFit Stereo USB Headset,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.3,200",Out of Stock,/headsets-headphones-mic-headsets-headphones-a4tech-hu-50-comfortfit-stereo-usb-headset-pakistan-p.10035.aspx
79,HP USB 3.0 4-Port Connector USB HUB DHC-CT110,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.3,200",In Stock,/peripherals-misc-adapters-converters-usb-hub-chargers-hp-usb-3-0-4-port-connector-usb-hub-dhc-ct110-pakistan-p.15735.aspx
80,Onten OTN-9189 USB-C to XQD / SD / USB 3.0 Card Reader - Black,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.3,200",In Stock,/peripherals-misc-adapters-converters-usb-hub-chargers-onten-otn-9189-usb-c-to-xqd-sd-usb-3-0-card-reader-black-pakistan-p.13971.aspx
81,Arctic Silver 5 High-Density Polysynthetic Silver Thermal Compound - 3.5g,Cooling Solutions > Thermal Grease,"Rs.3,250",In Stock,/cooling-solutions-thermal-grease-arctic-silver-5-high-density-polysynthetic-silver-thermal-compound-3-5g-pakistan-p.6336.aspx
82,A4Tech PK-635G 480p Anti-glare Webcam Silver Black,Cameras | Drones > Webcams,"Rs.3,290",In Stock,/cameras-drones-webcams-a4tech-pk-635g-480p-anti-glare-webcam-silver-black-pakistan-p.15392.aspx
83,Glorious G-Lube Switch Lubricant for Mechanical Keyboards | GLO-ACC-KEY-LUBE,Gaming Products > Keycaps and Accessories,"Rs.3,300",On Order Only,/gaming-products-keycaps-and-accessories-glorious-g-lube-switch-lubricant-for-mechanical-keyboards-glo-acc-key-lube-pakistan-p.12103.aspx
84,Aluminum Alloy Creative Laptop Stand GL069,Laptop Accessories > Stands,"Rs.3,300",In Stock,/laptop-accessories-stands-aluminum-alloy-creative-laptop-stand-gl069-pakistan-p.16138.aspx
85,UGREEN Desktop Laptop Stand for Desk Adjustable Portable Laptop Riser Holder Notebook Computer Stand 80348,Laptop Accessories > Stands,"Rs.3,300",In Stock,/laptop-accessories-stands-ugreen-desktop-laptop-stand-for-desk-adjustable-portable-laptop-riser-holder-notebook-computer-stand-80348-pakistan-p.14930.aspx
86,Onten 8K UHD HDMI V2.1 Cable HD180 - 3M,Peripherals / Misc > Cables,"Rs.3,300",In Stock,/peripherals-misc-cables-onten-8k-uhd-hdmi-v2-1-cable-hd180-3m-pakistan-p.12959.aspx
87,A4Tech FB35CS Dual Mode Rechargeable Silent Click Wireless Mouse | Smoky Grey | FB35C(S),Mouse > A4 Tech Mouse,"Rs.3,350",In Stock,/mouse-a4-tech-mouse-a4tech-fb35cs-dual-mode-rechargeable-silent-click-wireless-mouse-smoky-grey-fb35cs-pakistan-p.12371.aspx
88,Bloody G230P Stereo Surround Sound Gaming Headphone Black,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.3,430",In Stock,/headsets-headphones-mic-headsets-headphones-bloody-g230p-stereo-surround-sound-gaming-headphone-black-pakistan-p.14897.aspx
89,"HP Classic Briefcase Laptop Bag 15.6"" 1FK07AA",Laptop Accessories > Bags & Backpacks,"Rs.3,500",In Stock,/laptop-accessories-bags-backpacks-hp-classic-briefcase-laptop-bag-15-6-1fk07aa-pakistan-p.14536.aspx
90,HP HDMI 2.1 HD Digital Cable 8K DHC-HD02-2M 2-Meter,Peripherals / Misc > Cables,"Rs.3,500",In Stock,/peripherals-misc-cables-hp-hdmi-2-1-hd-digital-cable-8k-dhc-hd02-2m-2-meter-pakistan-p.15744.aspx
91,"HP DHE-6000 2.0 Stereo Gaming Speaker, RGB Backlight, 3.5mm",Speakers > Speakers | Wired,"Rs.3,700",In Stock,/speakers-speakers-wired-hp-dhe-6000-2-0-stereo-gaming-speaker-rgb-backlight-3-5mm-pakistan-p.15740.aspx
92,Logitech H150 Stereo Headset - Blue - 981-000454,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.3,700",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-h150-stereo-headset-blue-981-000454-pakistan-p.14618.aspx
93,Bloody MP-75N Extended Roll-Up Fabric RGB Gaming Mouse Pad Black,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.3,700",In Stock,/peripherals-misc-mouse-pads-wrist-rests-bloody-mp-75n-extended-roll-up-fabric-rgb-gaming-mouse-pad-black-pakistan-p.15479.aspx
94,TP-Link TL-WA854RE 300Mbps Universal Wi-Fi Range Extender,Network Products > Range Extender,"Rs.3,750",In Stock,/network-products-range-extender-tp-link-tl-wa854re-300mbps-universal-wi-fi-range-extender-pakistan-p.15788.aspx
95,Bloody MP-50RS RGB Gaming Mouse Pad,Peripherals / Misc > Mouse Pads | Wrist Rests,"Rs.3,750",In Stock,/peripherals-misc-mouse-pads-wrist-rests-bloody-mp-50rs-rgb-gaming-mouse-pad-pakistan-p.10074.aspx
96,Redragon CENTROPHORUS 2 M601 RGB Gaming Mouse,Mouse > Redragon,"Rs.3,800",In Stock,/mouse-redragon-redragon-centrophorus-2-m601-rgb-gaming-mouse-pakistan-p.10519.aspx
97,XPG HURRICANE 140 ARGB PWM Case Fan 140mm Black,Cooling Solutions > Case Fans,"Rs.3,800",In Stock,/cooling-solutions-case-fans-xpg-hurricane-140-argb-pwm-case-fan-140mm-black-pakistan-p.15990.aspx
98,Corsair XTM50 High Performance Thermal Paste Kit - CT-9010002-WW - 5g,Cooling Solutions > Thermal Grease,"Rs.3,800",In Stock,/cooling-solutions-thermal-grease-corsair-xtm50-high-performance-thermal-paste-kit-ct-9010002-ww-5g-pakistan-p.14166.aspx
99,Dell EcoLoop Pro Briefcase 15 Laptop Carry Bag,Laptop Accessories > Bags & Backpacks,"Rs.3,800",In Stock,/laptop-accessories-bags-backpacks-dell-ecoloop-pro-briefcase-15-laptop-carry-bag-pakistan-p.15854.aspx
100,American Tourister Lightweight Laptop Messenger Bag Black,Laptop Accessories > Bags & Backpacks,"Rs.3,800",In Stock,/laptop-accessories-bags-backpacks-american-tourister-lightweight-laptop-messenger-bag-black-pakistan-p.15314.aspx
101,American Tourister Lightweight Laptop Messenger Bag Navy,Laptop Accessories > Bags & Backpacks,"Rs.3,800",In Stock,/laptop-accessories-bags-backpacks-american-tourister-lightweight-laptop-messenger-bag-navy-pakistan-p.15313.aspx
102,UGREEN Desktop Laptop Stand 80709 White,Laptop Accessories > Stands,"Rs.3,800",In Stock,/laptop-accessories-stands-ugreen-desktop-laptop-stand-80709-white-pakistan-p.15814.aspx
103,Onten OTN-8308 HDMI High-Speed Cable 4K (10M),Peripherals / Misc > Cables,"Rs.3,800",In Stock,/peripherals-misc-cables-onten-otn-8308-hdmi-high-speed-cable-4k-10m-pakistan-p.13920.aspx
104,"Logitech M240 Silent Bluetooth Wireless Mouse - Silent Touch, Graphite",Mouse > Logitech,"Rs.3,850",In Stock,/mouse-logitech-logitech-m240-silent-bluetooth-wireless-mouse-silent-touch-graphite-pakistan-p.15455.aspx
105,Logitech M275 Wireless Mouse,Mouse > Logitech,"Rs.3,850",In Stock,/mouse-logitech-logitech-m275-wireless-mouse-pakistan-p.9915.aspx
106,Logitech M331 Silent Plus Wireless Mouse - Red,Mouse > Logitech,"Rs.3,850",In Stock,/mouse-logitech-logitech-m331-silent-plus-wireless-mouse-red-pakistan-p.5179.aspx
107,Logitech M331 Silent Plus Wireless Mouse - Black - 910-004914,Mouse > Logitech,"Rs.3,850",In Stock,/mouse-logitech-logitech-m331-silent-plus-wireless-mouse-black-910-004914-pakistan-p.5180.aspx
108,TP-Link TL-WR841N 300Mbps Wireless N Router - Ver 14.0,Network Products > Routers | Wireless,"Rs.3,850",In Stock,/network-products-routers-wireless-tp-link-tl-wr841n-300mbps-wireless-n-router-ver-14-0-pakistan-p.7013.aspx
109,HP DHE-8001U USB Wired Gaming Headset,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.3,900",In Stock,/headsets-headphones-mic-headsets-headphones-hp-dhe-8001u-usb-wired-gaming-headset-pakistan-p.15731.aspx
110,Bloody G200S Gaming Headset - 50mm Speaker Unit - Light Weight,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.3,950",In Stock,/headsets-headphones-mic-headsets-headphones-bloody-g200s-gaming-headset-50mm-speaker-unit-light-weight-pakistan-p.11161.aspx
